,learning_rate,validity_loss
0,1e-05,2.090322723388672
1,1.2e-05,3.5658843994140623
2,1.44e-05,1.5801217651367188
3,1.7279999999999997e-05,2.8353216552734377
4,2.0735999999999996e-05,2.0082708740234376
5,2.4883199999999996e-05,1.6088497924804688
6,2.9859839999999994e-05,1.5817268371582032
7,3.583180799999999e-05,1.6734295654296876
8,4.299816959999999e-05,1.4029159545898438
9,5.159780351999999e-05,1.4164741516113282
10,6.191736422399998e-05,3.1258831787109376
11,7.430083706879998e-05,1.7665943908691406
12,8.916100448255998e-05,1.3454206848144532
13,0.00010699320537907197,2.166021423339844
14,0.00012839184645488635,1.187491226196289
15,0.0001540702157458636,1.1109041595458984
16,0.0001848842588950363,1.2815179443359375
17,0.00022186111067404356,1.0752378082275391
18,0.00026623333280885225,1.3063511657714844
19,0.00031947999937062267,1.2847830200195312
20,0.0003833759992447472,0.9095376586914062
21,0.0004600511990936966,1.0653550720214844
22,0.0005520614389124359,0.9459323120117188
23,0.000662473726694923,0.8933598327636719
24,0.0007949684720339076,0.8717236328125
25,0.0009539621664406891,0.8375128173828125
26,0.001144754599728827,0.9467163848876953
27,0.0013737055196745922,0.9423812866210938
28,0.0016484466236095106,0.8263360595703125
29,0.0019781359483314128,0.8848227691650391
30,0.0023737631379976954,0.8962549591064453
31,0.0028485157655972343,0.9010610198974609
32,0.003418218918716681,0.9179681396484375
33,0.004101862702460017,0.933581314086914
34,0.00492223524295202,0.8954182434082031
35,0.005906682291542424,0.9016680145263671
36,0.0070880187498509085,0.8958734130859375
37,0.00850562249982109,0.9162169647216797
38,0.010206746999785308,0.981595230102539
39,0.01224809639974237,0.9948551940917969
40,0.014697715679690842,1.0737276458740235
41,0.017637258815629008,1.1203104400634765
42,0.021164710578754808,1.1852035522460938
43,0.02539765269450577,1.3605697631835938
44,0.03047718323340692,1.626146240234375
45,0.0365726198800883,2.0976844787597657
46,0.04388714385610596,2.6944839477539064
47,0.05266457262732715,3.235244140625
48,0.06319748715279258,4.257617797851562
49,0.0758369845833511,5.775380859375
50,0.09100438150002131,7.364182739257813
